0.7,100
0.765852453,90.0505622
0.803953631,85.33769935
0.84908786,80.58487144
0.902214906,75.65779028
0.952865556,71.28864292
1.00635975,66.8043914
1.069327228,62.10751857
1.136234554,57.25717352
1.200023145,52.52352963
1.259724327,48.19434734
1.330445676,43.5566236
1.422296856,39.04999404
1.529745168,35.64165173
1.645310732,33.25645757
1.769606768,31.12705045
1.903292828,29.25343037
2.047078284,27.44375705
2.201726104,25.5061902
2.368056891,22.80126225
2.546953242,20.16028105
2.739364431,17.7750869
2.946311444,15.70962653
3.1688924,13.70811293
3.408288375,11.77054609
3.665769669,10.02481952
3.94270255,8.279092959
4.2405565,6.85310019
4.560912015,5.555000939
4.905468989,4.448741967
5.276055737,3.66221679
5.674638695,3.003585133
6.103332853,2.344953475
6.564412982,1.814215336
7.0603257,1.411370715
7.593702457,0.880632576
8.167373498,0.797521751
8.573700531,0.784745708
